	event_type	country	admin1	admin2	event_date	iso3
4337	Battles	Somalia	Bakool	Xudur	2021-07	SOM
4338	Battles	Somalia	Hiraan	Belet Weyne	2021-07	SOM
4339	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4340	Protests	Uganda	Eastern	Kumi	2021-07	UGA
4341	Violence against civilians	Ethiopia	Afar	Gabi /Zone 3	2021-07	ETH
4345	Battles	Ethiopia	Benishangul Gumz	Metekel	2021-07	ETH
4347	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2021-07	SOM
4351	Battles	Ethiopia	Tigray	North Western	2021-07	ETH
4352	Battles	Ethiopia	Amhara	North Gondar	2021-07	ETH
4353	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4354	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4355	Battles	Ethiopia	Tigray	Western	2021-07	ETH
4356	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4357	Battles	Ethiopia	Amhara	Wag Hamra	2021-07	ETH
4358	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4361	Protests	Somalia	Banadir	Banadir	2021-07	SOM
4363	Protests	Ethiopia	Amhara	Central Gondar	2021-07	ETH
4365	Violence against civilians	Uganda	Central	Kampala	2021-07	UGA
4367	Explosions/Remote violence	Somalia	Mudug	Hobyo	2021-07	SOM
4368	Riots	Kenya	Migori	Kuria West	2021-07	KEN
4369	Violence against civilians	Somalia	Mudug	Gaalkacyo	2021-07	SOM
4370	Battles	Somalia	Bakool	Xudur	2021-07	SOM
4371	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-07	SOM
4372	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4373	Riots	Uganda	Northern	Lamwo	2021-07	UGA
4374	Protests	Uganda	Northern	Gulu	2021-07	UGA
4375	Violence against civilians	Uganda	Central	Bukomansimbi	2021-07	UGA
4376	Protests	Uganda	Central	Mukono	2021-07	UGA
4383	Protests	Ethiopia	Afar	Awsi /Zone 1	2021-07	ETH
4385	Violence against civilians	Ethiopia	Afar	Gabi /Zone 3	2021-07	ETH
4388	Strategic developments	Uganda	Western	Kagadi	2021-07	UGA
4389	Protests	Uganda	Central	Kiboga	2021-07	UGA
4391	Riots	Uganda	Western	Bushenyi	2021-07	UGA
4392	Violence against civilians	Uganda	Eastern	Jinja	2021-07	UGA
4393	Protests	Uganda	Eastern	Jinja	2021-07	UGA
4394	Riots	Uganda	Eastern	Jinja	2021-07	UGA
4397	Explosions/Remote violence	South Sudan	Jonglei	Bor South	2021-07	SSD
4399	Explosions/Remote violence	Somalia	Lower Juba	Badhaadhe	2021-07	SOM
4400	Battles	Somalia	Mudug	Hobyo	2021-07	SOM
4401	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4403	Battles	Somalia	Bakool	Waajid	2021-07	SOM
4405	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4406	Protests	Uganda	Western	Hoima	2021-07	UGA
4407	Battles	Uganda	Northern	Lamwo	2021-07	UGA
4409	Battles	Somalia	Mudug	Xarardheere	2021-07	SOM
4411	Riots	Uganda	Central	Rakai	2021-07	UGA
4412	Riots	South Sudan	Upper Nile	Maban	2021-07	SSD
4414	Riots	Ethiopia	Tigray	Mekelle	2021-07	ETH
4415	Protests	Ethiopia	Addis Ababa	Region 14	2021-07	ETH
4416	Protests	Uganda	Eastern	Jinja	2021-07	UGA
4417	Protests	Uganda	Central	Kalungu	2021-07	UGA
4418	Riots	Kenya	Nyeri	Mathira	2021-07	KEN
4419	Protests	Uganda	Central	Kampala	2021-07	UGA
4420	Protests	Uganda	Central	Mukono	2021-07	UGA
4421	Battles	Somalia	Sanaag	Ceel Afweyn	2021-07	SOM
4422	Riots	Kenya	Nyeri	Nyeri Town	2021-07	KEN
4423	Protests	Uganda	Central	Wakiso	2021-07	UGA
4424	Strategic developments	Uganda	Northern	Kitgum	2021-07	UGA
4425	Protests	Uganda	Western	Isingiro	2021-07	UGA
4426	Protests	Uganda	Northern	Adjumani	2021-07	UGA
4427	Explosions/Remote violence	Somalia	Mudug	Xarardheere	2021-07	SOM
4430	Violence against civilians	Uganda	Western	Rukungiri	2021-07	UGA
4431	Protests	Uganda	Western	Masindi	2021-07	UGA
4434	Violence against civilians	Somalia	Banadir	Banadir	2021-07	SOM
4435	Battles	Somalia	Lower Shabelle	Marka	2021-07	SOM
4436	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4437	Battles	Kenya	Narok	Kilgoris	2021-07	KEN
4439	Riots	South Sudan	Upper Nile	Maban	2021-07	SSD
4440	Riots	Uganda	Western	Kabale	2021-07	UGA
4441	Explosions/Remote violence	Ethiopia	Amhara	North Gondar	2021-07	ETH
4442	Battles	Ethiopia	Amhara	North Gondar	2021-07	ETH
4443	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4444	Battles	Ethiopia	Tigray	North Western	2021-07	ETH
4445	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4446	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4447	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4449	Protests	Ethiopia	Addis Ababa	Region 14	2021-07	ETH
4452	Protests	Ethiopia	SNNP	Hadiya	2021-07	ETH
4453	Violence against civilians	Ethiopia	Benishangul Gumz	Assosa	2021-07	ETH
4454	Protests	Uganda	Central	Kampala	2021-07	UGA
4455	Violence against civilians	Ethiopia	Benishangul Gumz	Metekel	2021-07	ETH
4456	Violence against civilians	Ethiopia	Benishangul Gumz	Metekel	2021-07	ETH
4457	Protests	Ethiopia	SNNP	South Omo	2021-07	ETH
4459	Protests	Uganda	Central	Kampala	2021-07	UGA
4460	Battles	Somalia	Mudug	Hobyo	2021-07	SOM
4461	Battles	Somalia	Mudug	Xarardheere	2021-07	SOM
4464	Protests	Kenya	Kwale	Kinango	2021-07	KEN
4465	Riots	Uganda	Central	Mukono	2021-07	UGA
4466	Strategic developments	Somalia	Mudug	Hobyo	2021-07	SOM
4470	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4472	Battles	Somalia	Lower Juba	Afmadow	2021-07	SOM
4477	Battles	Ethiopia	Oromia	East Shewa	2021-07	ETH
4478	Violence against civilians	Ethiopia	Amhara	North Wello	2021-07	ETH
4479	Battles	Ethiopia	Amhara	North Gondar	2021-07	ETH
4480	Battles	Ethiopia	Tigray	North Western	2021-07	ETH
4481	Battles	Ethiopia	Amhara	North Gondar	2021-07	ETH
4482	Battles	Ethiopia	Amhara	North Gondar	2021-07	ETH
4483	Battles	Ethiopia	Tigray	North Western	2021-07	ETH
4484	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4485	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4486	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4487	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4488	Protests	Ethiopia	SNNP	Wolayita	2021-07	ETH
4489	Riots	Uganda	Central	Lwengo	2021-07	UGA
4490	Violence against civilians	Uganda	Central	Mukono	2021-07	UGA
4491	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-07	SOM
4492	Riots	Uganda	Central	Rakai	2021-07	UGA
4493	Protests	Uganda	Central	Kampala	2021-07	UGA
4494	Protests	Ethiopia	Sidama	Sidama	2021-07	ETH
4497	Violence against civilians	Ethiopia	Oromia	Guji	2021-07	ETH
4498	Battles	Somalia	Galgaduud	Dhuusamarreeb	2021-07	SOM
4499	Battles	Somalia	Galgaduud	Dhuusamarreeb	2021-07	SOM
4500	Violence against civilians	South Sudan	Jonglei	Pochalla	2021-07	SSD
4501	Protests	Kenya	Nairobi	Embakasi North	2021-07	KEN
4502	Riots	Uganda	Eastern	Namayingo	2021-07	UGA
4503	Strategic developments	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4506	Violence against civilians	Uganda	Central	Kampala	2021-07	UGA
4508	Battles	Somalia	Lower Shabelle	Marka	2021-07	SOM
4509	Battles	South Sudan	Central Equatoria	Morobo	2021-07	SSD
4510	Battles	South Sudan	Central Equatoria	Lainya	2021-07	SSD
4511	Violence against civilians	South Sudan	Jonglei	Pochalla	2021-07	SSD
4513	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4514	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4515	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4516	Strategic developments	Ethiopia	Tigray	North Western	2021-07	ETH
4517	Violence against civilians	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4518	Violence against civilians	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4519	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4520	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4521	Violence against civilians	Ethiopia	Afar	Kilbati /Zone2	2021-07	ETH
4522	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4523	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4524	Violence against civilians	Uganda	Central	Lwengo	2021-07	UGA
4525	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4527	Riots	Uganda	Eastern	Busia	2021-07	UGA
4529	Battles	Kenya	Elgeyo-Marakwet	Marakwet East	2021-07	KEN
4530	Riots	Kenya	Homa Bay	Ndhiwa	2021-07	KEN
4531	Battles	Uganda	Northern	Napak	2021-07	UGA
4532	Battles	Uganda	Northern	Moroto	2021-07	UGA
4533	Battles	Uganda	Northern	Moroto	2021-07	UGA
4534	Violence against civilians	South Sudan	Jonglei	Pibor	2021-07	SSD
4535	Battles	Somalia	Bakool	Waajid	2021-07	SOM
4536	Battles	Somalia	Bakool	Xudur	2021-07	SOM
4537	Protests	Somalia	Mudug	Gaalkacyo	2021-07	SOM
4540	Explosions/Remote violence	Somalia	Mudug	Hobyo	2021-07	SOM
4543	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4544	Violence against civilians	Uganda	Northern	Koboko	2021-07	UGA
4545	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4546	Battles	Ethiopia	Amhara	North Wello	2021-07	ETH
4548	Battles	South Sudan	Western Equatoria	Yambio	2021-07	SSD
4549	Violence against civilians	Uganda	Eastern	Jinja	2021-07	UGA
4550	Protests	Uganda	Western	Bushenyi	2021-07	UGA
4551	Riots	Kenya	Meru	North Imenti	2021-07	KEN
4552	Violence against civilians	Kenya	Isiolo	Isiolo North	2021-07	KEN
4553	Violence against civilians	Kenya	Isiolo	Isiolo North	2021-07	KEN
4554	Violence against civilians	Ethiopia	Benishangul Gumz	Metekel	2021-07	ETH
4556	Battles	Somalia	Mudug	Hobyo	2021-07	SOM
4557	Battles	Somalia	Lower Juba	Jamaame	2021-07	SOM
4558	Protests	Uganda	Western	Masindi	2021-07	UGA
4561	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4562	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4563	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4564	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4565	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4566	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4567	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4568	Violence against civilians	South Sudan	Eastern Equatoria	Torit	2021-07	SSD
4571	Riots	Uganda	Northern	Oyam	2021-07	UGA
4572	Violence against civilians	South Sudan	Lakes	Rumbek Centre	2021-07	SSD
4573	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4574	Battles	South Sudan	Western Bahr el Ghazal	Jur River	2021-07	SSD
4575	Violence against civilians	Ethiopia	Afar	Awsi /Zone 1	2021-07	ETH
4576	Protests	Uganda	Central	Kampala	2021-07	UGA
4577	Violence against civilians	Somalia	Banadir	Banadir	2021-07	SOM
4578	Battles	Somalia	Lower Juba	Kismaayo	2021-07	SOM
4579	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4580	Battles	Somalia	Lower Juba	Badhaadhe	2021-07	SOM
4581	Violence against civilians	Kenya	Samburu	Samburu North	2021-07	KEN
4582	Protests	Ethiopia	Afar	Awsi /Zone 1	2021-07	ETH
4583	Violence against civilians	Kenya	Elgeyo-Marakwet	Marakwet East	2021-07	KEN
4584	Protests	Uganda	Central	Wakiso	2021-07	UGA
4585	Violence against civilians	Somalia	Sool	Laas Caanood	2021-07	SOM
4586	Battles	Somalia	Mudug	Xarardheere	2021-07	SOM
4587	Battles	Somalia	Mudug	Xarardheere	2021-07	SOM
4588	Violence against civilians	South Sudan	Jonglei	Ayod	2021-07	SSD
4591	Violence against civilians	South Sudan	Central Equatoria	Juba	2021-07	SSD
4592	Explosions/Remote violence	Somalia	Bakool	Xudur	2021-07	SOM
4593	Battles	Somalia	Bakool	Xudur	2021-07	SOM
4594	Protests	Uganda	Northern	Omoro	2021-07	UGA
4595	Riots	Uganda	Northern	Arua	2021-07	UGA
4601	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4606	Battles	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4608	Violence against civilians	Uganda	Central	Kampala	2021-07	UGA
4610	Riots	Uganda	Central	Kampala	2021-07	UGA
4612	Battles	Somalia	Hiraan	Belet Weyne	2021-07	SOM
4613	Battles	Somalia	Bari	Qandala	2021-07	SOM
4614	Battles	Somalia	Mudug	Hobyo	2021-07	SOM
4615	Battles	Somalia	Bakool	Xudur	2021-07	SOM
4616	Violence against civilians	Somalia	Banadir	Banadir	2021-07	SOM
4617	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4618	Riots	Uganda	Northern	Pader	2021-07	UGA
4621	Battles	Somalia	Lower Juba	Kismaayo	2021-07	SOM
4624	Violence against civilians	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4625	Violence against civilians	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4626	Violence against civilians	Ethiopia	Afar	Fanti /Zone 4	2021-07	ETH
4627	Protests	Uganda	Western	Ibanda	2021-07	UGA
4628	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4629	Protests	Uganda	Central	Kampala	2021-07	UGA
4630	Riots	Uganda	Central	Wakiso	2021-07	UGA
4631	Battles	Uganda	Northern	Zombo	2021-07	UGA
4632	Violence against civilians	Ethiopia	Oromia	West Wellega	2021-07	ETH
4633	Violence against civilians	South Sudan	Unity	Mayendit	2021-07	SSD
4635	Protests	Uganda	Central	Kampala	2021-07	UGA
4636	Riots	Uganda	Eastern	Iganga	2021-07	UGA
4638	Explosions/Remote violence	Somalia	Mudug	Hobyo	2021-07	SOM
4639	Protests	Uganda	Central	Kampala	2021-07	UGA
4640	Protests	Kenya	Meru	North Imenti	2021-07	KEN
4641	Riots	Uganda	Northern	Yumbe	2021-07	UGA
4642	Battles	Somalia	Middle Shabelle	Balcad	2021-07	SOM
4645	Explosions/Remote violence	Somalia	Mudug	Hobyo	2021-07	SOM
4646	Explosions/Remote violence	Somalia	Bay	Qansax Dheere	2021-07	SOM
4647	Riots	Uganda	Western	Hoima	2021-07	UGA
4648	Violence against civilians	South Sudan	Eastern Equatoria	Ikotos	2021-07	SSD
4649	Violence against civilians	Uganda	Eastern	Soroti	2021-07	UGA
4652	Battles	South Sudan	Western Equatoria	Tambura	2021-07	SSD
4655	Riots	South Sudan	Jonglei	Bor South	2021-07	SSD
4656	Protests	Uganda	Central	Kampala	2021-07	UGA
4657	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4658	Protests	Kenya	Nyeri	Nyeri Town	2021-07	KEN
4659	Violence against civilians	Ethiopia	Benishangul Gumz	Metekel	2021-07	ETH
4660	Explosions/Remote violence	Uganda	Northern	Otuke	2021-07	UGA
4661	Protests	Uganda	Eastern	Budaka	2021-07	UGA
4663	Explosions/Remote violence	Somalia	Hiraan	Bulo Burto	2021-07	SOM
4664	Battles	Somalia	Lower Juba	Badhaadhe	2021-07	SOM
4665	Protests	Kenya	Kiambu	Kiambaa	2021-07	KEN
4666	Protests	Uganda	Eastern	Busia	2021-07	UGA
4669	Strategic developments	South Sudan	Unity	Abiemnhom	2021-07	SSD
4670	Violence against civilians	South Sudan	Central Equatoria	Juba	2021-07	SSD
4672	Battles	Uganda	Eastern	Katakwi	2021-07	UGA
4673	Violence against civilians	Kenya	Samburu	Samburu North	2021-07	KEN
4674	Battles	Kenya	Elgeyo-Marakwet	Keiyo North	2021-07	KEN
4675	Battles	Somalia	Gedo	Ceel Waaq	2021-07	SOM
4676	Violence against civilians	Uganda	Central	Kampala	2021-07	UGA
4677	Strategic developments	Uganda	Northern	Moroto	2021-07	UGA
4679	Violence against civilians	Uganda	Western	Kabale	2021-07	UGA
4680	Battles	South Sudan	Central Equatoria	Morobo	2021-07	SSD
4682	Strategic developments	South Sudan	Unity	Koch	2021-07	SSD
4683	Strategic developments	South Sudan	Unity	Leer	2021-07	SSD
4686	Violence against civilians	Kenya	Nairobi	Starehe	2021-07	KEN
4687	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4688	Violence against civilians	Ethiopia	Amhara	North Wello	2021-07	ETH
4689	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4690	Protests	Uganda	Central	Masaka	2021-07	UGA
4691	Strategic developments	Ethiopia	Addis Ababa	Region 14	2021-07	ETH
4692	Protests	Somalia	Woqooyi Galbeed	Hargeysa	2021-07	SOM
4693	Battles	Somalia	Lower Juba	Afmadow	2021-07	SOM
4694	Battles	Somalia	Lower Shabelle	Marka	2021-07	SOM
4695	Riots	Uganda	Eastern	Kamuli	2021-07	UGA
4697	Protests	Uganda	Western	Masindi	2021-07	UGA
4698	Violence against civilians	Uganda	Western	Masindi	2021-07	UGA
4699	Battles	Somalia	Hiraan	Belet Weyne	2021-07	SOM
4700	Explosions/Remote violence	Somalia	Lower Juba	Badhaadhe	2021-07	SOM
4701	Battles	Somalia	Mudug	Hobyo	2021-07	SOM
4703	Protests	Uganda	Western	Hoima	2021-07	UGA
4704	Riots	Kenya	Nairobi	Starehe	2021-07	KEN
4705	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4706	Violence against civilians	Kenya	Wajir	Wajir West	2021-07	KEN
4711	Riots	Uganda	Northern	Lira	2021-07	UGA
4713	Battles	South Sudan	Unity	Abiemnhom	2021-07	SSD
4714	Battles	Ethiopia	Tigray	North Western	2021-07	ETH
4715	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4716	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4717	Violence against civilians	Ethiopia	Oromia	Horo Gudru Wellega	2021-07	ETH
4718	Protests	Uganda	Western	Bundibugyo	2021-07	UGA
4719	Protests	Uganda	Northern	Gulu	2021-07	UGA
4720	Protests	Ethiopia	Tigray	Western	2021-07	ETH
4721	Protests	Uganda	Central	Kampala	2021-07	UGA
4723	Protests	Uganda	Western	Kisoro	2021-07	UGA
4724	Riots	Uganda	Central	Buikwe	2021-07	UGA
4726	Battles	Somalia	Lower Juba	Badhaadhe	2021-07	SOM
4727	Protests	Somalia	Galgaduud	Dhuusamarreeb	2021-07	SOM
4728	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2021-07	SOM
4729	Violence against civilians	South Sudan	Lakes	Yirol West	2021-07	SSD
4730	Battles	South Sudan	Unity	Mayendit	2021-07	SSD
4731	Violence against civilians	South Sudan	Lakes	Yirol West	2021-07	SSD
4734	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4735	Protests	Uganda	Northern	Lamwo	2021-07	UGA
4736	Protests	Uganda	Northern	Gulu	2021-07	UGA
4739	Violence against civilians	Somalia	Banadir	Banadir	2021-07	SOM
4740	Violence against civilians	Somalia	Lower Juba	Afmadow	2021-07	SOM
4741	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4742	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4743	Battles	Ethiopia	Tigray	Western	2021-07	ETH
4744	Battles	Ethiopia	Amhara	Wag Hamra	2021-07	ETH
4745	Battles	Ethiopia	Tigray	North Western	2021-07	ETH
4746	Battles	Ethiopia	Amhara	Wag Hamra	2021-07	ETH
4747	Violence against civilians	Ethiopia	Tigray	Southern	2021-07	ETH
4748	Battles	Ethiopia	Tigray	North Western	2021-07	ETH
4749	Battles	Ethiopia	Oromia	Horo Gudru Wellega	2021-07	ETH
4750	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4751	Violence against civilians	South Sudan	Warrap	Tonj North	2021-07	SSD
4752	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-07	SOM
4754	Violence against civilians	Somalia	Bay	Buur Hakaba	2021-07	SOM
4755	Protests	Uganda	Central	Kampala	2021-07	UGA
4756	Protests	Uganda	Western	Kabale	2021-07	UGA
4760	Protests	Uganda	Western	Hoima	2021-07	UGA
4761	Battles	Somalia	Lower Shabelle	Marka	2021-07	SOM
4762	Explosions/Remote violence	Somalia	Hiraan	Bulo Burto	2021-07	SOM
4763	Explosions/Remote violence	Somalia	Bay	Diinsoor	2021-07	SOM
4764	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4765	Battles	Somalia	Bay	Diinsoor	2021-07	SOM
4766	Protests	Uganda	Central	Kampala	2021-07	UGA
4768	Violence against civilians	Ethiopia	Oromia	East Hararge	2021-07	ETH
4770	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4771	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4772	Battles	Ethiopia	Tigray	Western	2021-07	ETH
4773	Battles	Ethiopia	Tigray	North Western	2021-07	ETH
4774	Battles	Ethiopia	Amhara	Wag Hamra	2021-07	ETH
4775	Battles	Ethiopia	Amhara	Wag Hamra	2021-07	ETH
4776	Battles	Ethiopia	Tigray	Southern	2021-07	ETH
4778	Riots	Uganda	Western	Kanungu	2021-07	UGA
4779	Riots	Uganda	Western	Rukiga	2021-07	UGA
4780	Riots	Uganda	Central	Nakaseke	2021-07	UGA
4781	Violence against civilians	Ethiopia	Amhara	South Gondar	2021-07	ETH
4782	Battles	Somalia	Hiraan	Bulo Burto	2021-07	SOM
4783	Battles	Somalia	Gedo	Doolow	2021-07	SOM
4784	Battles	Somalia	Middle Shabelle	Balcad	2021-07	SOM
4785	Battles	Somalia	Lower Juba	Afmadow	2021-07	SOM
4786	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4787	Battles	South Sudan	Eastern Equatoria	Torit	2021-07	SSD
4789	Strategic developments	Somalia	Gedo	Doolow	2021-07	SOM
4791	Violence against civilians	Kenya	Elgeyo-Marakwet	Keiyo North	2021-07	KEN
4792	Violence against civilians	Ethiopia	Benishangul Gumz	Metekel	2021-07	ETH
4794	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2021-07	SOM
4795	Explosions/Remote violence	Somalia	Bakool	Xudur	2021-07	SOM
4796	Strategic developments	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4798	Violence against civilians	Somalia	Mudug	Hobyo	2021-07	SOM
4799	Violence against civilians	Somalia	Middle Shabelle	Jowhar	2021-07	SOM
4800	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-07	SOM
4801	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-07	SOM
4802	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2021-07	SOM
4803	Violence against civilians	Somalia	Banadir	Banadir	2021-07	SOM
4804	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4805	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4806	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-07	SOM
4808	Battles	Ethiopia	Amhara	West Gojam	2021-07	ETH
4809	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4810	Battles	Kenya	Marsabit	Saku	2021-07	KEN
4811	Battles	Kenya	Marsabit	Saku	2021-07	KEN
4813	Explosions/Remote violence	Somalia	Mudug	Gaalkacyo	2021-07	SOM
4816	Protests	Uganda	Central	Masaka	2021-07	UGA
4820	Violence against civilians	Ethiopia	Benishangul Gumz	Metekel	2021-07	ETH
4821	Battles	Somalia	Bari	Qandala	2021-07	SOM
4823	Battles	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4824	Battles	Somalia	Bakool	Waajid	2021-07	SOM
4827	Battles	South Sudan	Jonglei	Pibor	2021-07	SSD
4828	Battles	Somalia	Lower Shabelle	Marka	2021-07	SOM
4829	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-07	SOM
4830	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4831	Battles	Somalia	Lower Juba	Afmadow	2021-07	SOM
4832	Battles	Kenya	Marsabit	Saku	2021-07	KEN
4833	Riots	Ethiopia	Amhara	North Wello	2021-07	ETH
4834	Riots	Uganda	Western	Kabarole	2021-07	UGA
4835	Protests	Uganda	Eastern	Busia	2021-07	UGA
4836	Protests	Uganda	Central	Kampala	2021-07	UGA
4837	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4838	Protests	Uganda	Western	Hoima	2021-07	UGA
4839	Protests	Uganda	Northern	Moroto	2021-07	UGA
4840	Protests	Uganda	Western	Bunyangabu	2021-07	UGA
4841	Strategic developments	South Sudan	Warrap	Tonj East	2021-07	SSD
4842	Violence against civilians	Kenya	Marsabit	Saku	2021-07	KEN
4843	Violence against civilians	Uganda	Central	Kampala	2021-07	UGA
4845	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4846	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4847	Battles	Somalia	Middle Shabelle	Jowhar	2021-07	SOM
4848	Battles	South Sudan	Warrap	Tonj North	2021-07	SSD
4849	Protests	Uganda	Northern	Koboko	2021-07	UGA
4851	Riots	Uganda	Eastern	Mbale	2021-07	UGA
4852	Protests	Kenya	Kisumu	Kisumu Central	2021-07	KEN
4853	Protests	Kenya	Nairobi	Kamukunji	2021-07	KEN
4854	Violence against civilians	Uganda	Western	Masindi	2021-07	UGA
4855	Riots	Kenya	Kilifi	Kilifi South	2021-07	KEN
4856	Riots	Kenya	Nakuru	Naivasha	2021-07	KEN
4858	Violence against civilians	South Sudan	Lakes	Rumbek East	2021-07	SSD
4859	Battles	Somalia	Lower Juba	Kismaayo	2021-07	SOM
4860	Battles	Somalia	Mudug	Jariiban	2021-07	SOM
4861	Battles	Somalia	Gedo	Doolow	2021-07	SOM
4862	Battles	Somalia	Banadir	Banadir	2021-07	SOM
4864	Protests	Somalia	Middle Shabelle	Balcad	2021-07	SOM
4865	Battles	Somalia	Middle Shabelle	Balcad	2021-07	SOM
4866	Violence against civilians	Somalia	Banadir	Banadir	2021-07	SOM
4867	Battles	Somalia	Lower Juba	Kismaayo	2021-07	SOM
4868	Battles	Somalia	Mudug	Gaalkacyo	2021-07	SOM
4869	Battles	Somalia	Lower Juba	Badhaadhe	2021-07	SOM
4870	Protests	Uganda	Western	Hoima	2021-07	UGA
4871	Battles	Somalia	Bay	Baydhaba	2021-07	SOM
4872	Battles	Somalia	Gedo	Baardheere	2021-07	SOM
4873	Battles	Somalia	Bakool	Xudur	2021-07	SOM
4874	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-07	SOM
4875	Protests	Uganda	Western	Mbarara	2021-07	UGA
4876	Protests	Kenya	Nairobi	Starehe	2021-07	KEN
4882	Battles	South Sudan	Unity	Guit	2021-07	SSD
4883	Violence against civilians	Djibouti	Djibouti	Djibouti	2021-07	DJI
4884	Protests	Uganda	Central	Kampala	2021-07	UGA
4885	Protests	Uganda	Central	Wakiso	2021-07	UGA
4886	Protests	Uganda	Eastern	Jinja	2021-07	UGA
