	event_type	country	admin1	admin2	event_date	iso3
14669	Battles	South Sudan	Warrap	Tonj East	2020-04	SSD
14670	Battles	Somalia	Banadir	Banadir	2020-04	SOM
14671	Battles	Somalia	Lower Shabelle	Afgooye	2020-04	SOM
14672	Riots	Somalia	Galgaduud	Cabudwaaq	2020-04	SOM
14673	Battles	Somalia	Bay	Baydhaba	2020-04	SOM
14675	Violence against civilians	Somalia	Bay	Baydhaba	2020-04	SOM
14676	Violence against civilians	Somalia	Bay	Baydhaba	2020-04	SOM
14677	Battles	Somalia	Gedo	Luuq	2020-04	SOM
14678	Battles	Somalia	Bay	Baydhaba	2020-04	SOM
14679	Battles	South Sudan	Lakes	Rumbek East	2020-04	SSD
14680	Battles	Somalia	Sanaag	Ceerigaabo	2020-04	SOM
14681	Riots	Uganda	Western	Mitooma	2020-04	UGA
14682	Riots	Uganda	Central	Kampala	2020-04	UGA
14683	Riots	Uganda	Northern	Arua	2020-04	UGA
14686	Riots	Uganda	Central	Kampala	2020-04	UGA
14687	Explosions/Remote violence	Somalia	Banadir	Banadir	2020-04	SOM
14688	Violence against civilians	Ethiopia	Oromia	Jimma	2020-04	ETH
14689	Battles	Somalia	Banadir	Banadir	2020-04	SOM
14694	Explosions/Remote violence	Somalia	Lower Juba	Jamaame	2020-04	SOM
